cluster_id,prompt_idx,baseline_logit_diff,joint_logit_diff,joint_effect,individual_sum,interaction_term,interaction_ratio,sign_flipped_joint,predicted_sign_flip,correct_answer,level,sign_correct
9,25,0.5,0.75,0.25,1.375,-1.125,0.1818,False,False,alpha,1,True
10,25,0.5,0.875,0.375,1.0625,-0.6875,0.3529,False,False,alpha,1,True
11,25,0.5,0.5625,0.0625,0.6875,-0.625,0.0909,False,False,alpha,1,True
0,26,0.8125,0.625,-0.1875,-0.9375,0.75,0.2,False,True,alpha,1,True
1,26,0.8125,0.8125,0.0,0.125,-0.125,0.0,False,False,alpha,1,True
2,26,0.8125,1.0,0.1875,0.75,-0.5625,0.25,False,False,alpha,1,True
3,26,0.8125,0.4375,-0.375,-1.1875,0.8125,0.3158,False,True,alpha,1,True
4,26,0.8125,0.9375,0.125,2.1875,-2.0625,0.0571,False,False,alpha,1,True
5,26,0.8125,0.75,-0.0625,-0.1875,0.125,0.3333,False,False,alpha,1,True
6,26,0.8125,1.125,0.3125,7.0625,-6.75,0.0442,False,False,alpha,1,True
7,26,0.8125,0.375,-0.4375,-2.0,1.5625,0.2188,False,True,alpha,1,True
8,26,0.8125,0.9375,0.125,1.625,-1.5,0.0769,False,False,alpha,1,True
9,26,0.8125,1.0625,0.25,1.0,-0.75,0.25,False,False,alpha,1,True
10,26,0.8125,1.1875,0.375,1.9375,-1.5625,0.1935,False,False,alpha,1,True
11,26,0.8125,0.8125,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
0,27,0.75,0.375,-0.375,-2.0,1.625,0.1875,False,True,alpha,1,True
1,27,0.75,0.625,-0.125,-0.5625,0.4375,0.2222,False,False,alpha,1,True
2,27,0.75,0.75,0.0,0.125,-0.125,0.0,False,False,alpha,1,True
3,27,0.75,0.4375,-0.3125,-0.875,0.5625,0.3571,False,True,alpha,1,True
4,27,0.75,1.125,0.375,1.375,-1.0,0.2727,False,False,alpha,1,True
5,27,0.75,0.8125,0.0625,0.1875,-0.125,0.3333,False,False,alpha,1,True
6,27,0.75,1.0625,0.3125,5.9375,-5.625,0.0526,False,False,alpha,1,True
7,27,0.75,0.5,-0.25,-1.125,0.875,0.2222,False,True,alpha,1,True
8,27,0.75,0.6875,-0.0625,-0.125,0.0625,0.5,False,False,alpha,1,True
9,27,0.75,0.875,0.125,0.5,-0.375,0.25,False,False,alpha,1,True
10,27,0.75,1.25,0.5,2.25,-1.75,0.2222,False,False,alpha,1,True
11,27,0.75,0.8125,0.0625,0.4375,-0.375,0.1429,False,False,alpha,1,True
0,28,1.0625,0.75,-0.3125,-1.3125,1.0,0.2381,False,True,alpha,1,True
1,28,1.0625,1.0,-0.0625,-0.25,0.1875,0.25,False,False,alpha,1,True
2,28,1.0625,1.0625,0.0,0.3125,-0.3125,0.0,False,False,alpha,1,True
3,28,1.0625,0.5625,-0.5,-1.25,0.75,0.4,False,True,alpha,1,True
4,28,1.0625,1.1875,0.125,1.0,-0.875,0.125,False,False,alpha,1,True
5,28,1.0625,1.0,-0.0625,-0.25,0.1875,0.25,False,False,alpha,1,True
6,28,1.0625,0.875,-0.1875,2.0625,-2.25,-0.0909,False,False,alpha,1,True
7,28,1.0625,0.625,-0.4375,-1.875,1.4375,0.2333,False,True,alpha,1,True
8,28,1.0625,1.25,0.1875,1.125,-0.9375,0.1667,False,False,alpha,1,True
9,28,1.0625,0.9375,-0.125,-0.5625,0.4375,0.2222,False,False,alpha,1,True
10,28,1.0625,1.5,0.4375,0.5625,-0.125,0.7778,False,False,alpha,1,True
11,28,1.0625,1.0,-0.0625,-0.1875,0.125,0.3333,False,False,alpha,1,True
0,29,0.6875,0.25,-0.4375,-2.25,1.8125,0.1944,False,True,alpha,1,True
1,29,0.6875,0.75,0.0625,0.125,-0.0625,0.5,False,False,alpha,1,True
2,29,0.6875,0.75,0.0625,0.125,-0.0625,0.5,False,False,alpha,1,True
3,29,0.6875,0.1875,-0.5,-1.5,1.0,0.3333,False,True,alpha,1,True
4,29,0.6875,1.3125,0.625,1.3125,-0.6875,0.4762,False,False,alpha,1,True
5,29,0.6875,0.4375,-0.25,-1.0,0.75,0.25,False,True,alpha,1,True
6,29,0.6875,0.875,0.1875,4.625,-4.4375,0.0405,False,False,alpha,1,True
7,29,0.6875,0.0625,-0.625,-2.6875,2.0625,0.2326,False,True,alpha,1,True
8,29,0.6875,0.6875,0.0,0.0,0.0,,False,False,alpha,1,True
9,29,0.6875,0.6875,0.0,0.3125,-0.3125,0.0,False,False,alpha,1,True
10,29,0.6875,1.375,0.6875,3.125,-2.4375,0.22,False,False,alpha,1,True
11,29,0.6875,0.625,-0.0625,-0.0625,0.0,1.0,False,False,alpha,1,True
0,30,0.875,0.625,-0.25,-1.0625,0.8125,0.2353,False,True,alpha,1,True
1,30,0.875,0.8125,-0.0625,0.125,-0.1875,-0.5,False,False,alpha,1,True
2,30,0.875,1.0,0.125,0.3125,-0.1875,0.4,False,False,alpha,1,True
3,30,0.875,0.4375,-0.4375,-1.375,0.9375,0.3182,False,True,alpha,1,True
4,30,0.875,0.9375,0.0625,1.625,-1.5625,0.0385,False,False,alpha,1,True
5,30,0.875,0.75,-0.125,-0.375,0.25,0.3333,False,False,alpha,1,True
6,30,0.875,1.1875,0.3125,5.375,-5.0625,0.0581,False,False,alpha,1,True
7,30,0.875,0.375,-0.5,-2.3125,1.8125,0.2162,False,True,alpha,1,True
8,30,0.875,1.125,0.25,0.0625,0.1875,4.0,False,False,alpha,1,True
9,30,0.875,0.75,-0.125,-0.6875,0.5625,0.1818,False,False,alpha,1,True
10,30,0.875,1.4375,0.5625,1.25,-0.6875,0.45,False,False,alpha,1,True
11,30,0.875,0.75,-0.125,-0.3125,0.1875,0.4,False,False,alpha,1,True
0,31,1.4375,0.875,-0.5625,-2.5,1.9375,0.225,False,True,alpha,1,True
1,31,1.4375,1.5,0.0625,0.0625,0.0,1.0,False,False,alpha,1,True
2,31,1.4375,1.5625,0.125,0.25,-0.125,0.5,False,False,alpha,1,True
3,31,1.4375,1.3125,-0.125,-0.375,0.25,0.3333,False,False,alpha,1,True
4,31,1.4375,1.9375,0.5,1.875,-1.375,0.2667,False,False,alpha,1,True
5,31,1.4375,1.4375,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
6,31,1.4375,1.5625,0.125,4.1875,-4.0625,0.0299,False,False,alpha,1,True
7,31,1.4375,1.0,-0.4375,-1.75,1.3125,0.25,False,True,alpha,1,True
8,31,1.4375,1.4375,0.0,-0.5,0.5,-0.0,False,False,alpha,1,True
9,31,1.4375,1.375,-0.0625,-0.375,0.3125,0.1667,False,False,alpha,1,True
10,31,1.4375,1.1875,-0.25,0.6875,-0.9375,-0.3636,False,False,alpha,1,True
11,31,1.4375,1.5625,0.125,0.9375,-0.8125,0.1333,False,False,alpha,1,True
0,32,1.0625,0.9375,-0.125,-0.75,0.625,0.1667,False,False,alpha,1,True
1,32,1.0625,1.0625,0.0,0.0,0.0,,False,False,alpha,1,True
2,32,1.0625,1.1875,0.125,0.375,-0.25,0.3333,False,False,alpha,1,True
3,32,1.0625,0.625,-0.4375,-1.25,0.8125,0.35,False,True,alpha,1,True
4,32,1.0625,1.1875,0.125,0.5,-0.375,0.25,False,False,alpha,1,True
5,32,1.0625,1.0625,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
6,32,1.0625,1.0,-0.0625,3.1875,-3.25,-0.0196,False,False,alpha,1,True
7,32,1.0625,0.5625,-0.5,-1.9375,1.4375,0.2581,False,True,alpha,1,True
8,32,1.0625,1.375,0.3125,2.3125,-2.0,0.1351,False,False,alpha,1,True
9,32,1.0625,1.125,0.0625,0.1875,-0.125,0.3333,False,False,alpha,1,True
10,32,1.0625,1.4375,0.375,0.0625,0.3125,6.0,False,False,alpha,1,True
11,32,1.0625,0.9375,-0.125,-0.375,0.25,0.3333,False,False,alpha,1,True
0,33,1.4375,0.9375,-0.5,-2.5,2.0,0.2,False,True,alpha,1,True
1,33,1.4375,1.4375,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
2,33,1.4375,1.5,0.0625,0.125,-0.0625,0.5,False,False,alpha,1,True
3,33,1.4375,0.9375,-0.5,-1.4375,0.9375,0.3478,False,False,alpha,1,True
4,33,1.4375,1.4375,0.0,-1.0,1.0,-0.0,False,False,alpha,1,True
5,33,1.4375,1.25,-0.1875,-0.4375,0.25,0.4286,False,False,alpha,1,True
6,33,1.4375,1.25,-0.1875,2.75,-2.9375,-0.0682,False,False,alpha,1,True
7,33,1.4375,0.625,-0.8125,-3.3125,2.5,0.2453,False,True,alpha,1,True
8,33,1.4375,1.625,0.1875,2.1875,-2.0,0.0857,False,False,alpha,1,True
9,33,1.4375,1.375,-0.0625,-0.3125,0.25,0.2,False,False,alpha,1,True
10,33,1.4375,1.875,0.4375,2.4375,-2.0,0.1795,False,False,alpha,1,True
11,33,1.4375,1.5,0.0625,0.4375,-0.375,0.1429,False,False,alpha,1,True
0,34,0.625,0.3125,-0.3125,-1.375,1.0625,0.2273,False,True,alpha,1,True
1,34,0.625,0.625,0.0,0.0,0.0,,False,False,alpha,1,True
2,34,0.625,0.6875,0.0625,0.0,0.0625,,False,False,alpha,1,True
3,34,0.625,0.25,-0.375,-1.25,0.875,0.3,False,True,alpha,1,True
4,34,0.625,0.8125,0.1875,1.1875,-1.0,0.1579,False,False,alpha,1,True
5,34,0.625,0.625,0.0,0.0,0.0,,False,False,alpha,1,True
6,34,0.625,0.5625,-0.0625,3.375,-3.4375,-0.0185,False,False,alpha,1,True
7,34,0.625,0.3125,-0.3125,-1.4375,1.125,0.2174,False,True,alpha,1,True
8,34,0.625,0.875,0.25,1.8125,-1.5625,0.1379,False,False,alpha,1,True
9,34,0.625,0.6875,0.0625,0.375,-0.3125,0.1667,False,False,alpha,1,True
10,34,0.625,0.875,0.25,-0.8125,1.0625,-0.3077,False,True,alpha,1,True
11,34,0.625,0.5625,-0.0625,-0.1875,0.125,0.3333,False,False,alpha,1,True
0,35,0.6875,0.375,-0.3125,-1.75,1.4375,0.1786,False,True,alpha,1,True
1,35,0.6875,0.6875,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
2,35,0.6875,0.9375,0.25,0.625,-0.375,0.4,False,False,alpha,1,True
3,35,0.6875,0.125,-0.5625,-1.6875,1.125,0.3333,False,True,alpha,1,True
4,35,0.6875,1.375,0.6875,1.625,-0.9375,0.4231,False,False,alpha,1,True
5,35,0.6875,0.625,-0.0625,0.0,-0.0625,,False,False,alpha,1,True
6,35,0.6875,1.0,0.3125,6.375,-6.0625,0.049,False,False,alpha,1,True
7,35,0.6875,0.1875,-0.5,-2.4375,1.9375,0.2051,False,True,alpha,1,True
8,35,0.6875,1.1875,0.5,3.5,-3.0,0.1429,False,False,alpha,1,True
9,35,0.6875,0.8125,0.125,0.9375,-0.8125,0.1333,False,False,alpha,1,True
10,35,0.6875,1.9375,1.25,7.875,-6.625,0.1587,False,False,alpha,1,True
11,35,0.6875,0.9375,0.25,1.375,-1.125,0.1818,False,False,alpha,1,True
0,36,1.25,1.0625,-0.1875,-1.125,0.9375,0.1667,False,False,alpha,1,True
1,36,1.25,1.3125,0.0625,0.125,-0.0625,0.5,False,False,alpha,1,True
2,36,1.25,1.3125,0.0625,0.25,-0.1875,0.25,False,False,alpha,1,True
3,36,1.25,0.8125,-0.4375,-1.25,0.8125,0.35,False,False,alpha,1,True
4,36,1.25,1.0625,-0.1875,0.8125,-1.0,-0.2308,False,False,alpha,1,True
5,36,1.25,1.0,-0.25,-0.6875,0.4375,0.3636,False,False,alpha,1,True
6,36,1.25,1.4375,0.1875,5.3125,-5.125,0.0353,False,False,alpha,1,True
7,36,1.25,0.75,-0.5,-2.1875,1.6875,0.2286,False,True,alpha,1,True
8,36,1.25,1.3125,0.0625,0.0625,0.0,1.0,False,False,alpha,1,True
9,36,1.25,1.125,-0.125,-0.6875,0.5625,0.1818,False,False,alpha,1,True
10,36,1.25,1.75,0.5,1.6875,-1.1875,0.2963,False,False,alpha,1,True
11,36,1.25,1.25,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
0,37,1.3125,1.0625,-0.25,-1.375,1.125,0.1818,False,True,alpha,1,True
1,37,1.3125,1.5625,0.25,0.75,-0.5,0.3333,False,False,alpha,1,True
2,37,1.3125,1.5625,0.25,0.75,-0.5,0.3333,False,False,alpha,1,True
3,37,1.3125,0.875,-0.4375,-1.5,1.0625,0.2917,False,True,alpha,1,True
4,37,1.3125,1.625,0.3125,0.5,-0.1875,0.625,False,False,alpha,1,True
5,37,1.3125,1.0625,-0.25,-0.6875,0.4375,0.3636,False,False,alpha,1,True
6,37,1.3125,1.125,-0.1875,3.75,-3.9375,-0.05,False,False,alpha,1,True
7,37,1.3125,0.75,-0.5625,-2.0625,1.5,0.2727,False,True,alpha,1,True
8,37,1.3125,1.4375,0.125,2.1875,-2.0625,0.0571,False,False,alpha,1,True
9,37,1.3125,1.3125,0.0,0.25,-0.25,0.0,False,False,alpha,1,True
10,37,1.3125,2.0625,0.75,6.0312,-5.2812,0.1244,False,False,alpha,1,True
11,37,1.3125,1.5,0.1875,0.9375,-0.75,0.2,False,False,alpha,1,True
0,38,1.125,0.875,-0.25,-0.9375,0.6875,0.2667,False,False,alpha,1,True
1,38,1.125,1.125,0.0,-0.1875,0.1875,-0.0,False,False,alpha,1,True
2,38,1.125,1.25,0.125,0.375,-0.25,0.3333,False,False,alpha,1,True
3,38,1.125,0.8125,-0.3125,-0.875,0.5625,0.3571,False,False,alpha,1,True
4,38,1.125,1.5,0.375,1.375,-1.0,0.2727,False,False,alpha,1,True
5,38,1.125,0.9375,-0.1875,-0.4375,0.25,0.4286,False,False,alpha,1,True
6,38,1.125,1.0625,-0.0625,2.875,-2.9375,-0.0217,False,False,alpha,1,True
7,38,1.125,0.6875,-0.4375,-1.6875,1.25,0.2593,False,True,alpha,1,True
8,38,1.125,1.3125,0.1875,1.4375,-1.25,0.1304,False,False,alpha,1,True
9,38,1.125,1.125,0.0,0.125,-0.125,0.0,False,False,alpha,1,True
10,38,1.125,1.75,0.625,0.8125,-0.1875,0.7692,False,False,alpha,1,True
11,38,1.125,1.0625,-0.0625,-0.0625,0.0,1.0,False,False,alpha,1,True
0,39,1.0,1.0,0.0,-0.6875,0.6875,-0.0,False,False,alpha,1,True
1,39,1.0,0.9375,-0.0625,-0.0625,0.0,1.0,False,False,alpha,1,True
2,39,1.0,1.1875,0.1875,0.5625,-0.375,0.3333,False,False,alpha,1,True
3,39,1.0,0.5625,-0.4375,-1.3125,0.875,0.3333,False,True,alpha,1,True
4,39,1.0,1.25,0.25,1.25,-1.0,0.2,False,False,alpha,1,True
5,39,1.0,0.875,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,1,True
6,39,1.0,1.25,0.25,6.0625,-5.8125,0.0412,False,False,alpha,1,True
7,39,1.0,0.5,-0.5,-2.0,1.5,0.25,False,True,alpha,1,True
8,39,1.0,1.1875,0.1875,1.0,-0.8125,0.1875,False,False,alpha,1,True
9,39,1.0,0.875,-0.125,-0.8125,0.6875,0.1538,False,False,alpha,1,True
10,39,1.0,1.75,0.75,5.3125,-4.5625,0.1412,False,False,alpha,1,True
11,39,1.0,1.125,0.125,0.9375,-0.8125,0.1333,False,False,alpha,1,True
0,40,1.0,0.9375,-0.0625,-0.5625,0.5,0.1111,False,False,alpha,1,True
1,40,1.0,1.0,0.0,0.0,0.0,,False,False,alpha,1,True
2,40,1.0,1.1875,0.1875,0.625,-0.4375,0.3,False,False,alpha,1,True
3,40,1.0,0.6875,-0.3125,-1.0625,0.75,0.2941,False,True,alpha,1,True
4,40,1.0,1.5,0.5,1.9375,-1.4375,0.2581,False,False,alpha,1,True
5,40,1.0,0.8125,-0.1875,-0.625,0.4375,0.3,False,False,alpha,1,True
6,40,1.0,1.4375,0.4375,6.75,-6.3125,0.0648,False,False,alpha,1,True
7,40,1.0,0.375,-0.625,-2.75,2.125,0.2273,False,True,alpha,1,True
8,40,1.0,1.0,0.0,0.875,-0.875,0.0,False,False,alpha,1,True
9,40,1.0,0.9375,-0.0625,-0.5,0.4375,0.125,False,False,alpha,1,True
10,40,1.0,2.25,1.25,7.0312,-5.7812,0.1778,False,False,alpha,1,True
11,40,1.0,1.125,0.125,0.8125,-0.6875,0.1538,False,False,alpha,1,True
0,41,1.125,0.9375,-0.1875,-1.0,0.8125,0.1875,False,False,alpha,1,True
1,41,1.125,1.0625,-0.0625,-0.125,0.0625,0.5,False,False,alpha,1,True
2,41,1.125,1.25,0.125,0.4375,-0.3125,0.2857,False,False,alpha,1,True
3,41,1.125,0.75,-0.375,-1.0625,0.6875,0.3529,False,False,alpha,1,True
4,41,1.125,1.0,-0.125,0.3125,-0.4375,-0.4,False,False,alpha,1,True
5,41,1.125,1.0,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,1,True
6,41,1.125,1.3125,0.1875,5.3125,-5.125,0.0353,False,False,alpha,1,True
7,41,1.125,0.5625,-0.5625,-2.3125,1.75,0.2432,False,True,alpha,1,True
8,41,1.125,1.4375,0.3125,3.5,-3.1875,0.0893,False,False,alpha,1,True
9,41,1.125,1.3125,0.1875,1.0,-0.8125,0.1875,False,False,alpha,1,True
10,41,1.125,1.5625,0.4375,1.0,-0.5625,0.4375,False,False,alpha,1,True
11,41,1.125,1.0625,-0.0625,-0.5,0.4375,0.125,False,False,alpha,1,True
0,42,0.9375,0.5,-0.4375,-2.25,1.8125,0.1944,False,True,alpha,1,True
1,42,0.9375,0.75,-0.1875,-0.875,0.6875,0.2143,False,False,alpha,1,True
2,42,0.9375,1.0,0.0625,-0.0625,0.125,-1.0,False,False,alpha,1,True
3,42,0.9375,0.625,-0.3125,-1.0625,0.75,0.2941,False,True,alpha,1,True
4,42,0.9375,1.25,0.3125,0.0625,0.25,5.0,False,False,alpha,1,True
5,42,0.9375,0.625,-0.3125,-0.8125,0.5,0.3846,False,False,alpha,1,True
6,42,0.9375,0.75,-0.1875,2.1875,-2.375,-0.0857,False,False,alpha,1,True
7,42,0.9375,0.4375,-0.5,-2.125,1.625,0.2353,False,True,alpha,1,True
8,42,0.9375,1.1875,0.25,1.375,-1.125,0.1818,False,False,alpha,1,True
9,42,0.9375,0.9375,0.0,-0.0625,0.0625,-0.0,False,False,alpha,1,True
10,42,0.9375,1.5625,0.625,1.5625,-0.9375,0.4,False,False,alpha,1,True
11,42,0.9375,0.9375,0.0,0.25,-0.25,0.0,False,False,alpha,1,True
0,43,1.4375,0.9375,-0.5,-2.375,1.875,0.2105,False,True,alpha,1,True
1,43,1.4375,1.4375,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
2,43,1.4375,1.5,0.0625,0.5625,-0.5,0.1111,False,False,alpha,1,True
3,43,1.4375,0.9375,-0.5,-1.5625,1.0625,0.32,False,True,alpha,1,True
4,43,1.4375,1.3125,-0.125,-0.1875,0.0625,0.6667,False,False,alpha,1,True
5,43,1.4375,1.25,-0.1875,-0.3125,0.125,0.6,False,False,alpha,1,True
6,43,1.4375,1.25,-0.1875,3.6875,-3.875,-0.0508,False,False,alpha,1,True
7,43,1.4375,0.75,-0.6875,-2.625,1.9375,0.2619,False,True,alpha,1,True
8,43,1.4375,1.625,0.1875,2.125,-1.9375,0.0882,False,False,alpha,1,True
9,43,1.4375,1.4375,0.0,0.0,0.0,,False,False,alpha,1,True
10,43,1.4375,1.875,0.4375,3.25,-2.8125,0.1346,False,False,alpha,1,True
11,43,1.4375,1.4375,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
0,44,1.5625,1.5,-0.0625,-0.8125,0.75,0.0769,False,False,alpha,1,True
1,44,1.5625,1.4375,-0.125,-0.25,0.125,0.5,False,False,alpha,1,True
2,44,1.5625,1.6875,0.125,0.375,-0.25,0.3333,False,False,alpha,1,True
3,44,1.5625,1.125,-0.4375,-1.125,0.6875,0.3889,False,False,alpha,1,True
4,44,1.5625,1.5625,0.0,0.625,-0.625,0.0,False,False,alpha,1,True
5,44,1.5625,1.3125,-0.25,-0.625,0.375,0.4,False,False,alpha,1,True
6,44,1.5625,1.375,-0.1875,1.625,-1.8125,-0.1154,False,False,alpha,1,True
7,44,1.5625,0.875,-0.6875,-2.6875,2.0,0.2558,False,True,alpha,1,True
8,44,1.5625,1.6875,0.125,0.8125,-0.6875,0.1538,False,False,alpha,1,True
9,44,1.5625,1.375,-0.1875,-0.75,0.5625,0.25,False,False,alpha,1,True
10,44,1.5625,1.8125,0.25,0.5625,-0.3125,0.4444,False,False,alpha,1,True
11,44,1.5625,1.4375,-0.125,-0.5625,0.4375,0.2222,False,False,alpha,1,True
0,45,0.6875,0.4375,-0.25,-1.0625,0.8125,0.2353,False,True,alpha,1,True
1,45,0.6875,0.625,-0.0625,-0.375,0.3125,0.1667,False,False,alpha,1,True
2,45,0.6875,0.75,0.0625,0.0,0.0625,,False,False,alpha,1,True
3,45,0.6875,0.1875,-0.5,-1.5,1.0,0.3333,False,True,alpha,1,True
4,45,0.6875,1.0625,0.375,1.125,-0.75,0.3333,False,False,alpha,1,True
5,45,0.6875,0.5,-0.1875,-0.3125,0.125,0.6,False,False,alpha,1,True
6,45,0.6875,0.8125,0.125,4.5,-4.375,0.0278,False,False,alpha,1,True
7,45,0.6875,0.125,-0.5625,-2.0625,1.5,0.2727,False,True,alpha,1,True
8,45,0.6875,0.9375,0.25,2.0,-1.75,0.125,False,False,alpha,1,True
9,45,0.6875,0.5625,-0.125,-0.625,0.5,0.2,False,False,alpha,1,True
10,45,0.6875,1.8125,1.125,3.9375,-2.8125,0.2857,False,False,alpha,1,True
11,45,0.6875,0.8125,0.125,0.5625,-0.4375,0.2222,False,False,alpha,1,True
0,46,0.9375,0.75,-0.1875,-0.8125,0.625,0.2308,False,False,alpha,1,True
1,46,0.9375,1.0,0.0625,0.25,-0.1875,0.25,False,False,alpha,1,True
2,46,0.9375,0.8125,-0.125,-0.3125,0.1875,0.4,False,False,alpha,1,True
3,46,0.9375,0.5,-0.4375,-1.375,0.9375,0.3182,False,True,alpha,1,True
4,46,0.9375,1.3125,0.375,0.625,-0.25,0.6,False,False,alpha,1,True
5,46,0.9375,0.8125,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,1,True
6,46,0.9375,0.875,-0.0625,2.0625,-2.125,-0.0303,False,False,alpha,1,True
7,46,0.9375,0.1875,-0.75,-2.75,2.0,0.2727,False,True,alpha,1,True
8,46,0.9375,0.9375,0.0,1.25,-1.25,0.0,False,False,alpha,1,True
9,46,0.9375,1.0,0.0625,0.375,-0.3125,0.1667,False,False,alpha,1,True
10,46,0.9375,2.0,1.0625,5.8125,-4.75,0.1828,False,False,alpha,1,True
11,46,0.9375,1.125,0.1875,1.0,-0.8125,0.1875,False,False,alpha,1,True
0,47,1.3125,1.0,-0.3125,-1.8125,1.5,0.1724,False,True,alpha,1,True
1,47,1.3125,1.3125,0.0,-0.25,0.25,-0.0,False,False,alpha,1,True
2,47,1.3125,1.3125,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
3,47,1.3125,0.9375,-0.375,-1.0,0.625,0.375,False,False,alpha,1,True
4,47,1.3125,1.875,0.5625,1.25,-0.6875,0.45,False,False,alpha,1,True
5,47,1.3125,1.125,-0.1875,-0.5,0.3125,0.375,False,False,alpha,1,True
6,47,1.3125,1.3125,0.0,3.625,-3.625,0.0,False,False,alpha,1,True
7,47,1.3125,0.8125,-0.5,-2.1875,1.6875,0.2286,False,True,alpha,1,True
8,47,1.3125,1.25,-0.0625,0.0,-0.0625,,False,False,alpha,1,True
9,47,1.3125,1.375,0.0625,0.3125,-0.25,0.2,False,False,alpha,1,True
10,47,1.3125,2.5,1.1875,6.0,-4.8125,0.1979,False,False,alpha,1,True
11,47,1.3125,1.5,0.1875,1.25,-1.0625,0.15,False,False,alpha,1,True
0,48,0.8125,1.0625,0.25,1.375,-1.125,0.1818,False,False,alpha,1,True
1,48,0.8125,1.125,0.3125,1.125,-0.8125,0.2778,False,False,alpha,1,True
2,48,0.8125,1.0625,0.25,0.8125,-0.5625,0.3077,False,False,alpha,1,True
3,48,0.8125,0.8125,0.0,-0.125,0.125,-0.0,False,False,alpha,1,True
4,48,0.8125,1.625,0.8125,1.3125,-0.5,0.619,False,False,alpha,1,True
5,48,0.8125,0.4375,-0.375,-1.0625,0.6875,0.3529,False,True,alpha,1,True
6,48,0.8125,0.9375,0.125,3.6875,-3.5625,0.0339,False,False,alpha,1,True
7,48,0.8125,0.125,-0.6875,-2.8125,2.125,0.2444,False,True,alpha,1,True
8,48,0.8125,0.375,-0.4375,-1.75,1.3125,0.25,False,True,alpha,1,True
9,48,0.8125,0.8125,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
10,48,0.8125,1.625,0.8125,5.125,-4.3125,0.1585,False,False,alpha,1,True
11,48,0.8125,1.1875,0.375,2.0,-1.625,0.1875,False,False,alpha,1,True
0,49,0.625,0.625,0.0,-0.1875,0.1875,-0.0,False,False,alpha,1,True
1,49,0.625,0.8125,0.1875,0.6875,-0.5,0.2727,False,False,alpha,1,True
2,49,0.625,0.75,0.125,0.25,-0.125,0.5,False,False,alpha,1,True
3,49,0.625,0.3125,-0.3125,-0.875,0.5625,0.3571,False,True,alpha,1,True
4,49,0.625,1.25,0.625,1.0625,-0.4375,0.5882,False,False,alpha,1,True
5,49,0.625,0.625,0.0,0.0,0.0,,False,False,alpha,1,True
6,49,0.625,1.125,0.5,5.6875,-5.1875,0.0879,False,False,alpha,1,True
7,49,0.625,0.0625,-0.5625,-2.5,1.9375,0.225,False,True,alpha,1,True
8,49,0.625,0.8125,0.1875,2.75,-2.5625,0.0682,False,False,alpha,1,True
9,49,0.625,0.75,0.125,0.4375,-0.3125,0.2857,False,False,alpha,1,True
10,49,0.625,1.5,0.875,6.5625,-5.6875,0.1333,False,False,alpha,1,True
11,49,0.625,1.0,0.375,2.375,-2.0,0.1579,False,False,alpha,1,True
0,50,1.125,0.875,-0.25,-1.125,0.875,0.2222,False,False,alpha,1,True
1,50,1.125,1.125,0.0,-0.1875,0.1875,-0.0,False,False,alpha,1,True
2,50,1.125,1.0,-0.125,-0.25,0.125,0.5,False,False,alpha,1,True
3,50,1.125,0.6875,-0.4375,-1.25,0.8125,0.35,False,True,alpha,1,True
4,50,1.125,1.5625,0.4375,1.5625,-1.125,0.28,False,False,alpha,1,True
5,50,1.125,1.0,-0.125,-0.375,0.25,0.3333,False,False,alpha,1,True
6,50,1.125,1.0625,-0.0625,3.4375,-3.5,-0.0182,False,False,alpha,1,True
7,50,1.125,0.75,-0.375,-1.8125,1.4375,0.2069,False,True,alpha,1,True
8,50,1.125,1.125,0.0,1.5,-1.5,0.0,False,False,alpha,1,True
9,50,1.125,1.3125,0.1875,1.3125,-1.125,0.1429,False,False,alpha,1,True
10,50,1.125,2.0625,0.9375,3.5,-2.5625,0.2679,False,False,alpha,1,True
11,50,1.125,1.1875,0.0625,0.6875,-0.625,0.0909,False,False,alpha,1,True
0,51,0.8125,0.625,-0.1875,-1.1875,1.0,0.1579,False,True,alpha,1,True
1,51,0.8125,0.8125,0.0,0.0625,-0.0625,0.0,False,False,alpha,1,True
2,51,0.8125,0.9375,0.125,0.1875,-0.0625,0.6667,False,False,alpha,1,True
3,51,0.8125,0.4375,-0.375,-1.1875,0.8125,0.3158,False,True,alpha,1,True
4,51,0.8125,1.3125,0.5,1.125,-0.625,0.4444,False,False,alpha,1,True
5,51,0.8125,0.5625,-0.25,-0.625,0.375,0.4,False,False,alpha,1,True
6,51,0.8125,1.1875,0.375,5.875,-5.5,0.0638,False,False,alpha,1,True
7,51,0.8125,0.1875,-0.625,-2.625,2.0,0.2381,False,True,alpha,1,True
