group_id,mean_effect,mean_abs_effect,positive_agreement,negative_agreement,sfr,n_prompts,cluster_id,level,latent_state_target,correct_answer,cue_label
L3-A3,-0.5378,0.5378,0.0,1.0,0.0,6,8,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,-0.3255,0.3255,0.0,1.0,0.0,6,8,3,alpha,alpha,baryon_number_4
L3-B1,0.4141,0.4141,1.0,0.0,0.25,8,8,3,beta,beta,lepton_family
L3-B2,0.5234,0.5234,1.0,0.0,0.2812,8,8,3,beta,beta,electron_equivalence
L3-B3,0.487,0.487,1.0,0.0,0.1667,6,8,3,beta,beta,not_nuclear_fragment
L3-B4,0.4232,0.4232,1.0,0.0,0.0,6,8,3,beta,beta,muon_family
L3-FA,-0.4023,0.4023,0.0,1.0,0.0,8,8,3,alpha,alpha,
L3-FB,0.3799,0.3799,1.0,0.0,0.0,8,8,3,beta,beta,
AUX-A1,-0.1786,0.25,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-A10,0.0179,0.0357,0.4286,0.1429,0.0,1,9,AUX,alpha,alpha,
AUX-A2,-0.0179,0.0357,0.1429,0.2857,0.0,1,9,AUX,alpha,alpha,
AUX-A3,-0.4643,0.4643,0.0,1.0,0.0,1,9,AUX,alpha,alpha,
AUX-A4,-0.0536,0.0714,0.1429,0.2857,0.0,1,9,AUX,alpha,alpha,
AUX-A5,-0.0804,0.0804,0.0,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-A6,-0.1071,0.1071,0.0,1.0,0.0,1,9,AUX,alpha,alpha,
AUX-A7,0.0982,0.1339,0.2857,0.2857,0.0,1,9,AUX,alpha,alpha,
AUX-A8,-0.2054,0.2946,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-A9,-0.3393,0.3393,0.0,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-B1,-0.4107,0.4107,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-B10,-0.2589,0.2589,0.0,1.0,1.0,1,9,AUX,beta,beta,
AUX-B2,0.2143,0.2143,1.0,0.0,0.0,1,9,AUX,beta,beta,
AUX-B3,-0.3125,0.3125,0.0,0.7143,0.0,1,9,AUX,beta,beta,
AUX-B4,0.0268,0.0625,0.7143,0.2857,0.0,1,9,AUX,beta,beta,
AUX-B5,-0.1786,0.1786,0.0,0.8571,0.0,1,9,AUX,beta,beta,
AUX-B6,0.0,0.0893,0.2857,0.5714,0.0,1,9,AUX,beta,beta,
AUX-B7,0.1429,0.1786,0.7143,0.2857,0.0,1,9,AUX,beta,beta,
AUX-B8,-0.0804,0.1161,0.2857,0.7143,0.0,1,9,AUX,beta,beta,
AUX-B9,-0.0446,0.0446,0.0,0.7143,0.0,1,9,AUX,beta,beta,
AUX-CF1,0.0089,0.1161,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-CF10,0.0625,0.0982,0.7143,0.2857,0.0,1,9,AUX,beta,beta,
AUX-CF11,0.0536,0.1607,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-CF12,-0.25,0.25,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-CF2,-0.0982,0.0982,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-CF3,0.1696,0.1696,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-CF4,-0.2679,0.2679,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-CF5,0.0179,0.125,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-CF6,-0.1429,0.1429,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-CF7,-0.0089,0.0089,0.0,0.1429,0.0,1,9,AUX,alpha,alpha,
AUX-CF8,-0.2768,0.2768,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-CF9,-0.1786,0.1786,0.0,1.0,0.0,1,9,AUX,alpha,alpha,
AUX-ISO1,0.1339,0.1339,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-ISO10,-0.0625,0.0625,0.0,0.2857,0.0,1,9,AUX,beta,beta,
AUX-ISO11,0.0089,0.1161,0.7143,0.2857,0.0,1,9,AUX,beta,beta,
AUX-ISO12,-0.1964,0.1964,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-ISO2,-0.0357,0.1071,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-ISO3,0.0714,0.0714,0.7143,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-ISO4,0.1786,0.1786,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-ISO5,0.1607,0.1607,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-ISO6,0.2232,0.2232,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-ISO7,-0.0536,0.0893,0.2857,0.2857,0.0,1,9,AUX,beta,beta,
AUX-ISO8,-0.2946,0.2946,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-ISO9,-0.1696,0.1696,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-P1,0.3929,0.3929,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-P10,0.0179,0.0893,0.7143,0.2857,0.0,1,9,AUX,beta,beta,
AUX-P11,-0.2679,0.2679,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-P12,-0.1964,0.1964,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-P2,0.0536,0.0714,0.2857,0.1429,0.0,1,9,AUX,alpha,alpha,
AUX-P3,0.2768,0.2768,1.0,0.0,0.0,1,9,AUX,alpha,alpha,
AUX-P4,0.0268,0.1339,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-P5,-0.2946,0.2946,0.0,1.0,0.0,1,9,AUX,alpha,alpha,
AUX-P6,0.0,0.1429,0.2857,0.7143,0.0,1,9,AUX,alpha,alpha,
AUX-P7,-0.4018,0.4018,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-P8,-0.1161,0.1161,0.0,1.0,0.0,1,9,AUX,beta,beta,
AUX-P9,-0.3661,0.3661,0.0,1.0,1.0,1,9,AUX,beta,beta,
CP-L1-01,-0.067,0.0759,0.0,1.0,0.0,2,9,1,alpha,alpha,
CP-L1-02,-0.1384,0.3795,0.0,1.0,0.5,2,9,1,alpha,alpha,
CP-L1-03,-0.0268,0.1429,0.1429,0.2857,0.0,2,9,1,alpha,alpha,
CP-L1-04,0.0625,0.1607,0.7143,0.2857,0.0,2,9,1,alpha,alpha,
CP-L1-05,-0.0982,0.125,0.0,1.0,0.0,2,9,1,alpha,alpha,
CP-L1-06,-0.1116,0.1741,0.0,1.0,0.0,2,9,1,alpha,alpha,
CP-L2-01,-0.2366,0.3705,0.0,1.0,0.5,2,9,2,alpha,alpha,
CP-L2-02,-0.0893,0.2411,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-03,0.0982,0.0982,1.0,0.0,0.0,2,9,2,alpha,alpha,
CP-L2-04,-0.2545,0.2991,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-05,-0.1429,0.2232,0.0,1.0,0.5,2,9,2,alpha,alpha,
CP-L2-06,-0.1205,0.1205,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-07,0.058,0.1295,0.7143,0.2857,0.0,2,9,2,alpha,alpha,
CP-L2-08,-0.2321,0.2589,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-09,-0.2411,0.25,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-10,-0.1696,0.25,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-11,-0.3527,0.3527,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-12,-0.4866,0.4866,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-13,-0.1295,0.1473,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L2-14,-0.1562,0.1652,0.0,1.0,0.0,2,9,2,alpha,alpha,
CP-L3-01,-0.2009,0.2277,0.0,1.0,0.0,2,9,3,alpha,alpha,
CP-L3-02,-0.2344,0.2612,0.0,1.0,0.0,2,9,3,alpha,alpha,
CP-L3-03,-0.0357,0.1339,0.1429,0.7143,0.0,2,9,3,alpha,alpha,
CP-L3-04,-0.0893,0.2143,0.0,1.0,0.0,2,9,3,alpha,alpha,
KW-A1,-0.2366,0.2366,0.0,1.0,0.0,2,9,1,alpha,alpha,
KW-A2,-0.1562,0.1652,0.0,1.0,0.0,2,9,1,alpha,alpha,
KW-A3,0.0893,0.1339,1.0,0.0,0.0,2,9,1,alpha,alpha,
KW-A4,-0.0357,0.0625,0.1429,0.7143,0.0,2,9,1,alpha,alpha,
KW-A5,0.1562,0.1562,1.0,0.0,0.0,2,9,1,alpha,alpha,
KW-A6,0.0201,0.1004,0.5714,0.2857,0.0,2,9,1,alpha,alpha,
KW-B1,0.0536,0.1071,0.7143,0.2857,0.0,2,9,1,beta,beta,
KW-B2,-0.5625,0.5625,0.0,1.0,0.8571,2,9,1,beta,beta,
KW-B3,-0.2411,0.2411,0.0,1.0,0.0714,2,9,1,beta,beta,
KW-B4,-0.1473,0.2098,0.0,1.0,0.0,2,9,1,beta,beta,
KW-B5,-0.2746,0.4888,0.0,1.0,0.0,2,9,1,beta,beta,
KW-B6,-0.2098,0.2098,0.0,1.0,0.3571,2,9,1,beta,beta,
L1-A1,-0.0104,0.1815,0.2857,0.7143,0.0,12,9,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.0342,0.0967,0.7143,0.2857,0.0,12,9,1,alpha,alpha,emitted_mass4
L1-A3,0.1339,0.1652,1.0,0.0,0.0,12,9,1,alpha,alpha,daughter_z_minus2
L1-A4,0.0687,0.1062,1.0,0.0,0.0,10,9,1,alpha,alpha,daughter_a_minus4
L1-A5,0.0658,0.115,1.0,0.0,0.0,8,9,1,alpha,alpha,emitted_2protons
L1-A6,0.0357,0.1406,1.0,0.0,0.0,8,9,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.1763,0.2269,0.0,1.0,0.0833,12,9,1,beta,beta,emitted_charge_minus1
L1-B2,-0.2612,0.2612,0.0,1.0,0.2619,12,9,1,beta,beta,daughter_z_plus1
L1-B3,-0.0112,0.1734,0.7143,0.2857,0.0,12,9,1,beta,beta,daughter_a_unchanged
L1-B4,-0.067,0.2348,0.7143,0.2857,0.2714,10,9,1,beta,beta,antineutrino_emitted
L1-B5,0.0725,0.2355,0.7143,0.2857,0.0,8,9,1,beta,beta,emitted_mass_negligible
L1-B6,-0.3058,0.3058,0.0,1.0,0.2143,8,9,1,beta,beta,daughter_n_minus1
L2-AR1,-0.0214,0.1375,0.1429,0.8571,0.0,10,9,2,alpha,alpha,composition_2p2n
L2-AR2,0.1,0.1482,1.0,0.0,0.0,10,9,2,alpha,alpha,charge_plus_mass
L2-AR3,0.1527,0.1598,1.0,0.0,0.0,10,9,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,-0.0201,0.1362,0.2857,0.7143,0.0,8,9,2,alpha,alpha,composition_plus_daughter
L2-AR5,0.0547,0.0993,1.0,0.0,0.0,8,9,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,-0.0324,0.1038,0.0,1.0,0.0,8,9,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,-0.192,0.2217,0.2857,0.7143,0.0,6,9,2,alpha,alpha,narrative_ejection
L2-AR8,0.0312,0.1607,0.7143,0.2857,0.0,8,9,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,-0.2545,0.2545,0.0,1.0,0.0714,10,9,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.5429,0.5429,0.0,1.0,0.1714,10,9,2,beta,beta,neutron_to_proton
L2-BR3,-0.3348,0.3348,0.0,1.0,0.0,8,9,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,-0.2388,0.2455,0.0,1.0,0.0,8,9,2,beta,beta,charge_plus_z_change
L2-BR5,-0.2812,0.2812,0.0,1.0,0.1667,6,9,2,beta,beta,charge_plus_a_unchanged
L2-BR6,-0.2176,0.2266,0.0,1.0,0.0357,8,9,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,-0.356,0.356,0.0,1.0,0.0,8,9,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,-0.159,0.1657,0.0,1.0,0.0,8,9,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.1644,0.218,0.0,1.0,0.0,6,9,2,alpha,alpha,
L2-GRAD-B,-0.1146,0.1176,0.0,1.0,0.0,6,9,2,beta,beta,
L3-A1,-0.2377,0.2467,0.0,1.0,0.0,8,9,3,alpha,alpha,helium4_equivalence
L3-A2,-0.1769,0.2182,0.2857,0.7143,0.0,8,9,3,alpha,alpha,composite_nuclear_object
L3-A3,-0.1518,0.1637,0.0,1.0,0.0,6,9,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,-0.128,0.1399,0.0,1.0,0.0,6,9,3,alpha,alpha,baryon_number_4
L3-B1,-0.0312,0.1071,0.0,0.8571,0.0,8,9,3,beta,beta,lepton_family
L3-B2,-0.1401,0.1691,0.0,1.0,0.0,8,9,3,beta,beta,electron_equivalence
L3-B3,-0.1399,0.1488,0.0,1.0,0.0714,6,9,3,beta,beta,not_nuclear_fragment
L3-B4,0.0893,0.1964,1.0,0.0,0.0,6,9,3,beta,beta,muon_family
L3-FA,0.0212,0.1283,0.8571,0.1429,0.0,8,9,3,alpha,alpha,
L3-FB,-0.1892,0.1981,0.0,1.0,0.0,8,9,3,beta,beta,
AUX-A1,0.0625,0.0625,0.8,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-A10,0.1125,0.1125,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-A2,-0.0625,0.0625,0.0,0.8,0.0,1,10,AUX,alpha,alpha,
AUX-A3,-0.075,0.075,0.0,0.8,0.0,1,10,AUX,alpha,alpha,
AUX-A4,0.0375,0.0375,0.6,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-A5,0.125,0.125,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-A6,0.1625,0.1625,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-A7,0.1875,0.1875,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-A8,-0.125,0.125,0.0,1.0,0.0,1,10,AUX,alpha,alpha,
AUX-A9,-0.175,0.175,0.0,1.0,0.0,1,10,AUX,alpha,alpha,
AUX-B1,-0.5875,0.5875,0.0,1.0,0.4,1,10,AUX,beta,beta,
AUX-B10,-0.375,0.375,0.0,1.0,1.0,1,10,AUX,beta,beta,
AUX-B2,0.0375,0.0375,0.6,0.0,0.0,1,10,AUX,beta,beta,
AUX-B3,-0.375,0.375,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-B4,-0.475,0.475,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-B5,-0.125,0.125,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-B6,-0.025,0.025,0.0,0.4,0.0,1,10,AUX,beta,beta,
AUX-B7,-0.2625,0.2625,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-B8,-0.1625,0.1625,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-B9,0.0,0.0,0.0,0.0,0.0,1,10,AUX,beta,beta,
AUX-CF1,0.05,0.05,0.8,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-CF10,-0.225,0.225,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-CF11,0.075,0.075,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-CF12,-0.075,0.075,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-CF2,-0.125,0.125,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-CF3,-0.175,0.175,0.0,1.0,0.0,1,10,AUX,alpha,alpha,
AUX-CF4,-0.225,0.225,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-CF5,-0.0625,0.0625,0.0,0.6,0.0,1,10,AUX,alpha,alpha,
AUX-CF6,-0.225,0.225,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-CF7,0.0625,0.0625,0.8,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-CF8,-0.15,0.15,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-CF9,0.2125,0.2125,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO1,0.025,0.025,0.4,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO10,-0.1125,0.1125,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-ISO11,0.0125,0.0375,0.4,0.2,0.0,1,10,AUX,beta,beta,
AUX-ISO12,0.0,0.025,0.2,0.2,0.0,1,10,AUX,beta,beta,
AUX-ISO2,-0.1,0.1,0.0,1.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO3,-0.075,0.075,0.0,1.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO4,0.15,0.15,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO5,-0.125,0.125,0.0,1.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO6,0.025,0.025,0.4,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-ISO7,0.05,0.05,0.8,0.0,0.0,1,10,AUX,beta,beta,
AUX-ISO8,-0.35,0.35,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-ISO9,-0.1375,0.1375,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-P1,0.225,0.225,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-P10,-0.3375,0.3375,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-P11,-0.45,0.45,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-P12,-0.0875,0.0875,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-P2,0.125,0.125,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-P3,0.375,0.375,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-P4,0.15,0.15,1.0,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-P5,0.0375,0.0375,0.4,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-P6,0.1,0.1,0.8,0.0,0.0,1,10,AUX,alpha,alpha,
AUX-P7,-0.1875,0.1875,0.0,1.0,0.0,1,10,AUX,beta,beta,
AUX-P8,-0.0125,0.0375,0.2,0.4,0.0,1,10,AUX,beta,beta,
AUX-P9,-0.65,0.65,0.0,1.0,1.0,1,10,AUX,beta,beta,
CP-L1-01,0.0188,0.2812,0.6,0.0,0.0,2,10,1,alpha,alpha,
CP-L1-02,-0.2125,0.2625,0.0,1.0,0.5,2,10,1,alpha,alpha,
CP-L1-03,-0.3562,0.3562,0.0,1.0,0.0,2,10,1,alpha,alpha,
CP-L1-04,-0.1062,0.1062,0.0,1.0,0.0,2,10,1,alpha,alpha,
CP-L1-05,-0.0875,0.1625,0.0,1.0,0.0,2,10,1,alpha,alpha,
CP-L1-06,-0.1812,0.2688,0.0,1.0,0.0,2,10,1,alpha,alpha,
CP-L2-01,-0.2688,0.4562,0.0,1.0,0.5,2,10,2,alpha,alpha,
CP-L2-02,-0.1188,0.1188,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-03,0.0438,0.2312,0.8,0.0,0.0,2,10,2,alpha,alpha,
CP-L2-04,-0.3,0.3375,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-05,-0.15,0.15,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-06,-0.0438,0.3188,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-07,-0.1875,0.1875,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-08,0.1625,0.1625,1.0,0.0,0.0,2,10,2,alpha,alpha,
CP-L2-09,-0.2688,0.2688,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-10,-0.2562,0.2562,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-11,-0.1812,0.2438,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-12,-0.1875,0.1875,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-13,-0.1812,0.1812,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L2-14,-0.0562,0.1562,0.0,1.0,0.0,2,10,2,alpha,alpha,
CP-L3-01,-0.1188,0.1938,0.0,1.0,0.0,2,10,3,alpha,alpha,
CP-L3-02,-0.0031,0.1281,0.6,0.4,0.0,2,10,3,alpha,alpha,
CP-L3-03,0.05,0.4125,0.8,0.0,0.0,2,10,3,alpha,alpha,
CP-L3-04,-0.0375,0.0375,0.0,1.0,0.0,2,10,3,alpha,alpha,
KW-A1,-0.1375,0.1375,0.0,1.0,0.0,2,10,1,alpha,alpha,
KW-A2,-0.1625,0.1625,0.0,1.0,0.0,2,10,1,alpha,alpha,
KW-A3,0.0188,0.0188,0.6,0.0,0.0,2,10,1,alpha,alpha,
KW-A4,-0.0938,0.1688,0.0,1.0,0.0,2,10,1,alpha,alpha,
KW-A5,0.1312,0.1312,1.0,0.0,0.0,2,10,1,alpha,alpha,
KW-A6,-0.0531,0.0844,0.0,1.0,0.0,2,10,1,alpha,alpha,
KW-B1,0.1062,0.2312,1.0,0.0,0.0,2,10,1,beta,beta,
KW-B2,-0.375,0.375,0.0,1.0,0.5,2,10,1,beta,beta,
KW-B3,-0.3438,0.3438,0.0,1.0,0.0,2,10,1,beta,beta,
KW-B4,0.1125,0.1125,1.0,0.0,0.0,2,10,1,beta,beta,
KW-B5,0.0469,0.1469,1.0,0.0,0.0,2,10,1,beta,beta,
KW-B6,0.0219,0.1844,0.6,0.2,0.1,2,10,1,beta,beta,
L1-A1,0.1146,0.1771,1.0,0.0,0.0,12,10,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.0104,0.0958,0.6,0.4,0.0,12,10,1,alpha,alpha,emitted_mass4
L1-A3,0.0469,0.1115,1.0,0.0,0.0,12,10,1,alpha,alpha,daughter_z_minus2
L1-A4,-0.0412,0.1038,0.0,1.0,0.0,10,10,1,alpha,alpha,daughter_a_minus4
L1-A5,0.0906,0.1219,1.0,0.0,0.0,8,10,1,alpha,alpha,emitted_2protons
L1-A6,0.0828,0.1703,1.0,0.0,0.0,8,10,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.1604,0.1729,0.0,1.0,0.0833,12,10,1,beta,beta,emitted_charge_minus1
L1-B2,-0.2927,0.2927,0.0,1.0,0.2167,12,10,1,beta,beta,daughter_z_plus1
L1-B3,-0.2833,0.3146,0.0,1.0,0.0,12,10,1,beta,beta,daughter_a_unchanged
L1-B4,-0.0625,0.1,0.0,1.0,0.1,10,10,1,beta,beta,antineutrino_emitted
L1-B5,-0.1031,0.1344,0.0,1.0,0.0,8,10,1,beta,beta,emitted_mass_negligible
L1-B6,-0.2406,0.2406,0.0,1.0,0.15,8,10,1,beta,beta,daughter_n_minus1
L2-AR1,0.1188,0.1362,1.0,0.0,0.0,10,10,2,alpha,alpha,composition_2p2n
L2-AR2,0.1838,0.1862,1.0,0.0,0.0,10,10,2,alpha,alpha,charge_plus_mass
L2-AR3,0.0212,0.0762,0.6,0.4,0.0,10,10,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,-0.0141,0.0641,0.2,0.8,0.0,8,10,2,alpha,alpha,composition_plus_daughter
L2-AR5,-0.0172,0.0828,0.2,0.8,0.0,8,10,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,0.0125,0.1281,0.4,0.4,0.0,8,10,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,0.0458,0.0875,0.8,0.2,0.0,6,10,2,alpha,alpha,narrative_ejection
L2-AR8,0.1422,0.1609,1.0,0.0,0.0,8,10,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,-0.255,0.26,0.0,1.0,0.12,10,10,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.2906,0.2906,0.0,1.0,0.1,10,10,2,beta,beta,neutron_to_proton
L2-BR3,-0.1711,0.2086,0.0,1.0,0.0,8,10,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,-0.0375,0.1281,0.0,1.0,0.0,8,10,2,beta,beta,charge_plus_z_change
L2-BR5,-0.1521,0.1604,0.0,1.0,0.0333,6,10,2,beta,beta,charge_plus_a_unchanged
L2-BR6,-0.4234,0.4234,0.0,1.0,0.175,8,10,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,-0.0305,0.1289,0.2,0.8,0.0,8,10,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,-0.1188,0.1312,0.0,1.0,0.0,8,10,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.051,0.1031,0.4,0.6,0.0,6,10,2,alpha,alpha,
L2-GRAD-B,-0.1135,0.1302,0.0,1.0,0.0,6,10,2,beta,beta,
L3-A1,-0.0609,0.1109,0.0,1.0,0.0,8,10,3,alpha,alpha,helium4_equivalence
L3-A2,0.0875,0.1375,1.0,0.0,0.0,8,10,3,alpha,alpha,composite_nuclear_object
L3-A3,-0.0104,0.1396,0.2,0.8,0.0,6,10,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,0.0646,0.0687,1.0,0.0,0.0,6,10,3,alpha,alpha,baryon_number_4
L3-B1,-0.1766,0.1891,0.0,1.0,0.0,8,10,3,beta,beta,lepton_family
L3-B2,-0.1492,0.1961,0.0,1.0,0.0,8,10,3,beta,beta,electron_equivalence
L3-B3,-0.3979,0.3979,0.0,1.0,0.1667,6,10,3,beta,beta,not_nuclear_fragment
L3-B4,-0.0417,0.1,0.0,1.0,0.0,6,10,3,beta,beta,muon_family
L3-FA,0.1141,0.1422,1.0,0.0,0.0,8,10,3,alpha,alpha,
L3-FB,-0.1125,0.15,0.0,1.0,0.0,8,10,3,beta,beta,
AUX-A1,0.325,0.375,0.5,0.4,0.0,1,11,AUX,alpha,alpha,
AUX-A10,0.2375,0.4,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A2,-0.1562,0.4312,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A3,0.1062,0.3688,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A4,0.0438,0.5062,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A5,-0.1438,0.3688,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A6,-0.125,0.45,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A7,0.0125,0.25,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A8,0.3,0.5875,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-A9,0.2438,0.5562,0.5,0.5,0.0,1,11,AUX,alpha,alpha,
AUX-B1,0.0125,0.1625,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-B10,0.0531,0.2844,0.5,0.5,0.5,1,11,AUX,beta,beta,
AUX-B2,0.2562,0.2938,0.5,0.3,0.0,1,11,AUX,beta,beta,
AUX-B3,-0.0062,0.0312,0.2,0.3,0.0,1,11,AUX,beta,beta,
AUX-B4,-0.2188,0.3938,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-B5,-0.025,0.225,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-B6,0.225,0.25,0.6,0.2,0.0,1,11,AUX,beta,beta,
AUX-B7,-0.0938,0.4812,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-B8,0.0469,0.4344,0.5,0.5,0.0,1,11,AUX,beta,beta,
AUX-B9,-0.2625,0.275,0.1,0.6,0.0,1,11,AUX,beta,beta,
AUX-CF1,0.1562,0.2062,0.5,0.4,0.0,1,11,AUX,alpha,alpha,
AUX-CF10,0.025,0.4,0.5,0.5,0.5,1,11,AUX,beta,beta,
